id,url
34989,http://archive.openwrt.org/releases/17.01.0-rc1/targets/adm5120/router_be/lede-17.01.0-rc1-r3042-ec095b5-adm5120-router_be-p-334wt-squashfs-webui.bin
34990,http://archive.openwrt.org/releases/17.01.0-rc1/targets/adm5120/router_be/lede-17.01.0-rc1-r3042-ec095b5-adm5120-router_be-p-335wt-squashfs-webui.bin
34987,http://archive.openwrt.org/releases/17.01.0-rc1/targets/adm5120/router_be/lede-17.01.0-rc1-r3042-ec095b5-adm5120-router_be-p-335wt-squashfs.trx
7156,http://archive.openwrt.org/whiterussian/0.9/pptp/openwrt-we800g-squashfs.bin
13055,http://archive.openwrt.org/whiterussian/0.9/micro/openwrt-wrtsl54gs-squashfs.bin
13025,http://archive.openwrt.org/whiterussian/0.9/micro/openwrt-wa840g-squashfs.bin
13043,http://archive.openwrt.org/whiterussian/0.9/micro/openwrt-wrt54g-squashfs.bin
8014,http://archive.openwrt.org/backfire/10.03.1/ixp4xx_generic/openwrt-nslu2-squashfs-16mb.bin
15029,http://archive.openwrt.org/backfire/10.03/ixp4xx/openwrt-nslu2-squashfs-16mb.bin
15008,http://archive.openwrt.org/backfire/10.03/ixp4xx/openwrt-nslu2-squashfs.bin
7998,http://archive.openwrt.org/backfire/10.03.1/ixp4xx_generic/openwrt-nslu2-squashfs.bin
15392,http://archive.openwrt.org/backfire/10.03/adm5120_mipsel/openwrt-adm5120-dn-7013-jffs2-webui.bin
15390,http://archive.openwrt.org/backfire/10.03/ar7/openwrt-AG241v1-jffs2-64k-code.bin
15377,http://archive.openwrt.org/backfire/10.03/adm5120_mipsel/openwrt-adm5120-cg-nsadp-jffs2-webui.bin
15263,http://archive.openwrt.org/backfire/10.03/brcm47xx/openwrt-wrt54gs-squashfs.bin
15443,http://archive.openwrt.org/backfire/10.03/ar7/openwrt-WAG54GP2v1-squashfs-code.bin
8116,http://archive.openwrt.org/backfire/10.03.1/brcm47xx/openwrt-wrt54g-squashfs.bin
15381,http://archive.openwrt.org/backfire/10.03/ar7/openwrt-AG1B-jffs2-128k-code.bin
15448,http://archive.openwrt.org/backfire/10.03/ar7/openwrt-WAG54GP2v2-squashfs-code.bin
15456,http://archive.openwrt.org/backfire/10.03/adm5120_mipsel/openwrt-adm5120-np28g-jffs2.bin
8336,http://archive.openwrt.org/backfire/10.03.1/adm5120_router_le/openwrt-adm5120-router_le-dns-g120-squashfs-webui.bin
8321,http://archive.openwrt.org/backfire/10.03.1/adm5120_router_le/openwrt-adm5120-router_le-wpp54ag-jffs2.trx
15406,http://archive.openwrt.org/backfire/10.03/ar7/openwrt-AG310-jffs2-128k-code.bin
8326,http://archive.openwrt.org/backfire/10.03.1/adm5120_router_be/openwrt-adm5120-router_be-p-334wt-squashfs-webui.bin
15471,http://archive.openwrt.org/backfire/10.03/adm5120_mips/openwrt-adm5120-p-334wt-squashfs-webui.bin
15472,http://archive.openwrt.org/backfire/10.03/adm5120_mips/openwrt-adm5120-p-335wt-squashfs-webui.bin
15473,http://archive.openwrt.org/backfire/10.03/adm5120_mips/openwrt-adm5120-p-335wt-squashfs.trx
15007,http://archive.openwrt.org/backfire/10.03/orion/openwrt-wrt350nv2-squashfs-recovery.bin
7996,http://archive.openwrt.org/backfire/10.03.1/orion/openwrt-wrt350nv2-squashfs-recovery.bin
17189,http://archive.openwrt.org/kamikaze/7.06/brcm47xx-2.6/openwrt-wr850g-squashfs.bin
17190,http://archive.openwrt.org/kamikaze/7.06/brcm47xx-2.6/openwrt-wrt54g3g-2.6-squashfs.bin
17186,http://archive.openwrt.org/kamikaze/7.06/brcm47xx-2.6/openwrt-wrt54g-2.6-squashfs.bin
17200,http://archive.openwrt.org/kamikaze/7.06/brcm47xx-2.6/openwrt-wrt54gs_v4-2.6-squashfs.bin
17219,http://archive.openwrt.org/kamikaze/7.07/brcm-2.4/openwrt-wrt54g3g-2.4-squashfs.bin
17181,http://archive.openwrt.org/kamikaze/7.06/brcm-2.4/openwrt-brcm-2.4-squashfs.trx
15479,http://archive.openwrt.org/kamikaze/7.09/brcm-2.4/openwrt-brcm-2.4-squashfs.trx
17208,http://archive.openwrt.org/kamikaze/7.07/brcm-2.4/openwrt-usr5461-squashfs.bin
15485,http://archive.openwrt.org/kamikaze/7.09/brcm47xx-2.6/openwrt-wrt300n_v1-2.6-squashfs.bin
17223,http://archive.openwrt.org/kamikaze/7.07/brcm47xx-2.6/openwrt-wrt54gs-2.6-squashfs.bin
15475,http://archive.openwrt.org/kamikaze/7.09/brcm47xx-2.6/openwrt-brcm47xx-2.6-squashfs.trx
17207,http://archive.openwrt.org/kamikaze/7.07/brcm47xx-2.6/openwrt-usr5461-squashfs.bin
13631,http://archive.openwrt.org/kamikaze/8.09/brcm47xx/openwrt-wrt54gs-squashfs.bin
13723,http://archive.openwrt.org/kamikaze/8.09.1/brcm47xx/openwrt-usr5461-squashfs.bin
13608,http://archive.openwrt.org/kamikaze/8.09/brcm47xx/openwrt-brcm47xx-squashfs.trx
13612,http://archive.openwrt.org/kamikaze/8.09/brcm47xx/openwrt-wa840g-squashfs.bin
13744,http://archive.openwrt.org/kamikaze/8.09.1/brcm-2.4/openwrt-wrt350n_v1-squashfs.bin
13630,http://archive.openwrt.org/kamikaze/8.09/brcm-2.4/openwrt-wrt350n_v1-squashfs.bin
13638,http://archive.openwrt.org/kamikaze/8.09/brcm-2.4/openwrt-wrt54gs_v4-squashfs.bin
